"tweet_text","tweet_datetime","latitude","longitude","keyword"
"Joazeker , helemaal verkouden .","februari 2014","50.86364","5.652723","verkoud"
"Opeens echt als een gek verkouden 😑😷","februari 2014","51.47460","5.480477","verkoud"
"Really verkouden shiitt","februari 2014","53.10481","6.613203","verkoud"
"Blegh fk verkoude","februari 2014","51.84292","5.840984","verkoud"
"Verkouden 😒","februari 2014","52.44479","6.498183","verkoud"
"Pff verkouden jongu","februari 2014","52.62597","4.656270","verkoud"
"Bah lekker verkouden","februari 2014","52.85828","6.507981","verkoud"
"Zo verkouden he, fuck.","februari 2014","51.83760","4.331007","verkoud"
"Nog geen 1x lekker uitgeslapen in mn weekend.. #ziek #verkouden #koorts 😥","februari 2014","51.82616","5.175992","verkoud"
"@xtamaradekker beterschap lieverddd! Ik ben nu trouwens ook verkouden Tam 😅😔","februari 2014","52.81376","6.785200","verkoud"
"Verlode = verkouden*** #vt","februari 2014","52.74234","6.685823","verkoud"
"Snipverkouden en last van mijn keel. Bah.","februari 2014","53.20612","5.783347","verkoud"
"Net wakker goe verkouden thanks for wake up en zien wat de dag ons heeft te bieden","februari 2014","51.46364","5.466401","verkoud"
"Verkoudheid periode is weer begonnen 👌","februari 2014","52.19978","5.291030","verkoud"
"Verkouden als een gek 😩 verschrikelijk","februari 2014","51.47067","5.551731","verkoud"
"Zo verkouden dus vandaag maar een dagje bikkelen op werk, training en qua leren, we''ll be fine!","februari 2014","50.99780","5.856326","verkoud"
"Thema hatsjoe!!!! Puk is verkouden.. even een zakdoek voor puk.... http://t.co/LB6SeWAGAF","februari 2014","52.90840","4.954289","verkoud"
"Allemaal even een zakdoek kleuren.. we hoesten niezen en snuiten in de zakdoek ohoh wat zijn we verkouden.. http://t.co/LRGpfZhxih","februari 2014","52.90840","4.954290","verkoud"
"Depressief aan het worden van deze verkoudheid😪","februari 2014","52.04195","5.092642","verkoud"
"Ik ben verkouden ik heb een stem als een man. Yes, ik haat winter.","februari 2014","52.64323","5.070766","verkoud"
"Pfff zo verkouden. Echt niet fijn ! 👎😣","februari 2014","52.25103","6.277502","verkoud"
"Ben al sinds oktober verkouden ._.","februari 2014","51.72641","5.539951","verkoud"
"Moker erg verkouden","februari 2014","52.62726","4.743915","verkoud"
"Alweer zó verkouden eh...","februari 2014","51.25616","5.727342","verkoud"
"""Kan je een tissue pakken. Ik ben verkouden"" *komt 10 minuten later terug met een tshirt*","februari 2014","51.45466","5.476174","verkoud"
"Eerste verkoudheid 2014 is een feit..","februari 2014","53.20829","6.556106","verkoud"
"Vaporub on my feet... Let the magic begin!! #cold #verkouden #anger","februari 2014","51.70101","5.209847","verkoud"
"Nog steeds verkouden en last van mn keel. --'' Nu maar eem Engels maken en beginnen aan mn betoog. Jottum! #wishmeluck","februari 2014","52.61928","6.034327","verkoud"
"Kut verkoudheid :(","februari 2014","51.82107","3.984101","verkoud"
"Verkouden aan het worden.. -.-","februari 2014","53.25594","6.167543","verkoud"
"strond verkouden..","februari 2014","52.24261","6.228145","verkoud"
"Het leven is zwaar. Vooral als je verkouden bent.","februari 2014","53.17453","6.057967","verkoud"
"Oorontsteking en zwaar verkouden top 👌","februari 2014","51.42718","5.417728","verkoud"
"Kan niet slapen door die verkoudheid... Pffffff","februari 2014","51.25601","5.727399","verkoud"
"Wakker , verkouden","februari 2014","52.30429","6.736045","verkoud"
"Fck en ik ben weer verkouden ..","februari 2014","51.26533","5.567679","verkoud"
"Keelpijn,koppijn,kniepijn en verkouden perfecte combinatie ja","februari 2014","52.27955","5.951962","verkoud"
"Ik word volgens mij echt ziek , koppijn , verkouden , hoesten #kutleven","februari 2014","52.44463","6.498058","verkoud"
"Koppijn en verkouden, zo wil je toch elke dag naar school 👍","februari 2014","51.45765","5.706599","verkoud"
"Keelpijn + verkouden = slecht slapen","februari 2014","52.94282","5.930326","verkoud"
"Voor geen meter geslapen eh.. Verkouden as fuck maarja toch maar naar school..","februari 2014","53.25594","6.167543","verkoud"
"Begin verkouden te worden denk ik #pff","februari 2014","51.60043","5.679184","verkoud"
"Bah ben verkouden.","februari 2014","52.63249","4.735166","verkoud"
"Zo verkouden !! :(","februari 2014","52.67475","6.731466","verkoud"
"GM verkoudheid klopt weer aan mijn deur. Zal ik hem binnenlaten? Ik doe net of ik niet thuis ben.","februari 2014","53.24629","6.604332","verkoud"
"Kben zo erg verkouden he.. fml","februari 2014","51.64710","4.607116","verkoud"
"Fk verkouden","februari 2014","52.69212","5.218147","verkoud"
"Vannacht wakker geworden door verkoudheid bah dat was echt shit","februari 2014","53.23132","6.578019","verkoud"
"#cito toets gr 8 begonnen. Momentopname wat als je griep hebt of verkouden bent?","februari 2014","52.34774","4.817072","verkoud"
"Smeerde een halfuur geleden Chinese olie onder me neus voor me verkoudheid. Loop nu al een halfuur onbeperkt te janken...","februari 2014","52.23592","5.362150","verkoud"
"Verkouden.. :( #fml","februari 2014","53.21678","6.099138","verkoud"
"Al de hele middag in bed. Snip verkouden en beroerd. En vanavond moet ik nog naar de Schouwburg!","februari 2014","51.95264","4.842485","verkoud"
"Hmmmmm verkoudheid begint toe te slaan. ..keelpijn en puddingbenen! Morgen op t werk maar meteen aan de korrels!! #kuch","februari 2014","51.03993","5.812092","verkoud"
"Neusspray, bergen zakdoekjes en pittige kippensoep erbij #snotverkouden","februari 2014","52.35712","4.898952","verkoud"
"Beste vriend in verkouden tijden. http://t.co/8rLhWxlWUX","februari 2014","51.92743","4.517069","verkoud"
"Wauw verkouden zijn sucks.","februari 2014","53.10878","6.115178","verkoud"
"Bah dik verkoude","februari 2014","52.78479","6.103725","verkoud"
"@AnneM35 Zoveel snot? Ben je verkouden? Beterschap.","februari 2014","51.99473","5.980368","verkoud"
"Beetje verkouden😢","februari 2014","53.23542","6.561175","verkoud"
"Hatsjoe! #snotter #verkouden","februari 2014","52.06788","5.108865","verkoud"
"Slapen inshallah kan ik goed slapen door me verkoudheid","februari 2014","52.07021","4.319820","verkoud"
"Al 2 dagen verkouden &gt:(","februari 2014","51.47526","4.281517","verkoud"
"Stront verkouden godver...","februari 2014","52.37306","5.765298","verkoud"
"""@Kowsar1234: echt hatelijk he ga morgen zeggen lekker bespioneerd"" zij mag verkouden worden","februari 2014","51.58453","5.070732","verkoud"
"@HaloclinicNL vreselijk!! Ben snipverkouden.","februari 2014","51.95239","4.842264","verkoud"
"Niet kunnen slapen #verkouden","februari 2014","52.69890","6.193560","verkoud"
"Gvd zo stront verkouden gvd gvd gvd","februari 2014","52.37299","5.765234","verkoud"
"i used to be niet verkouden","februari 2014","51.42476","5.488899","verkoud"
"Moe, verkouden, woensdag, proefwerk,waarom ga ik nog naar school ?","februari 2014","52.85911","6.596894","verkoud"
"Verkouden aant worden (","februari 2014","51.51704","5.401732","verkoud"
"Ik ben al de hele fucking week verkouden. Laat het over zijn jesus christ","februari 2014","51.82813","4.313217","verkoud"
"Verdomme kben verkoude en slecht geslape pff...","februari 2014","51.48922","5.441846","verkoud"
"Verkouden zijn is echt helll....😡","februari 2014","52.22728","5.979425","verkoud"
"Helemaal niet verkouden toch, pff en voor 2 uurtjes van 40 minuten naar school #doelloos","februari 2014","51.95018","4.843540","verkoud"
"Tjeetje snotverkouden, balen. Toch strakjes er tegen aan.","februari 2014","51.57714","5.015939","verkoud"
"Snot verkouden bah","februari 2014","52.78041","6.148835","verkoud"
"@Sjaanbru ja is goed Mo! Ben nu ernstig verkouden! Al 3 dagen hoesten, niesen enzo!! Xx","februari 2014","52.07105","4.271254","verkoud"
"@J_saaays verkouden","februari 2014","51.54279","4.475064","verkoud"
"Niet normaal erg verkouden bahh","februari 2014","53.21072","5.823770","verkoud"
"Nog even wat mail wegwerken voordat ik thuis mijn bed in kruip #snipverkouden (at @Zij_Onderneemt | Kantoor 1.11) http://t.co/1ZcJrdWyYn","februari 2014","52.61728","4.766586","verkoud"
"Met fikse verkoudheid gaan hardlopen is geen aanrader","februari 2014","53.20778","6.566113","verkoud"
"knettergek worden van mn verkoudheid en gehoest.. gaat maar niet weg :(","februari 2014","53.40397","6.664907","verkoud"
"Zo verkouden dat ik geen lucht krijg ..","februari 2014","53.30285","6.610863","verkoud"
"Zwaar erg verkouden geworden in iets van 5 uur ofzo had eerst helemaal nix","februari 2014","51.87217","4.663706","verkoud"
"verkouden 😪","februari 2014","52.03229","5.079419","verkoud"
"Keelpijn en verkoude topdah","februari 2014","52.27956","5.951938","verkoud"
"Word verkouden gvd","februari 2014","52.22785","6.203849","verkoud"
"@massagehuys expert!! Bedankt voor de tips. Af van de verkoudheid!","februari 2014","52.40973","4.903061","verkoud"
"Klote verkoudheid","februari 2014","51.83339","5.585983","verkoud"
"Verkouden 😕","februari 2014","51.88290","5.237970","verkoud"
"Ik hoop dat ik me morgen beter voel #verkouden #ziek #sleepwell♡","februari 2014","52.10587","5.171043","verkoud"
"Zo #verkouden zo #ziek","februari 2014","51.46549","5.478379","verkoud"
"Kapot moei, verkouden dus een kutdag.","februari 2014","51.56726","4.648265","verkoud"
"@Corinnekeijzer verkouden 👃, ontstoken ogen😷, wordt tijd voor welverdiende vakantie. zoek de zon 😎 op, knap je van op. Beterschap","februari 2014","51.30058","5.969226","verkoud"
"“@AlwaysWeirdxo: ik haat verkoude zijn”","februari 2014","52.16128","5.406067","verkoud"
"Helaas de opname van mijn nieuwe single bij @vanHoevelaak vandaag moeten verzetten vanwege een flinke verkoudheid 😞 http://t.co/mp0Fn0oPzl","februari 2014","52.28085","4.805933","verkoud"
"Ellendige verkoudheid😫","februari 2014","52.78115","6.148475","verkoud"
"Zo verkouden...","februari 2014","52.25602","4.571885","verkoud"
"ga morgen denk ik niet naar school feest , verkouden en beetje ziek 😁😁","februari 2014","52.05008","6.098975","verkoud"
"Pffff. Klaar met eten. En nu helemaal af. Verkoudheid vraagt wat van een mens. Ha ha","februari 2014","51.95229","4.842022","verkoud"
"#^#&amp#£``¥×}}***:#^/$* word ik 1 dag voor de vakantie en skikamp niet normaal verkouden enzo","februari 2014","52.06639","5.137485","verkoud"
"Hoestsiroop alsof het cola is en strepsils alsof het tic-tacs zijn #verkouden #stervende","februari 2014","53.21562","6.554149","verkoud"
"Verkouden, koorts en misselijk. Toppie!","februari 2014","51.83362","5.585804","verkoud"
"Korrels hebben hun werk weer gedaan! Ben wel nog verkouden. ..Maar t lamlendige gevoel is weg! #happy :)","februari 2014","51.03991","5.812108","verkoud"
"@mvisservoorn jij ook en beterschap met je verkoudheid !!!","februari 2014","52.18179","6.869832","verkoud"
"Snot verkouden en school van 8.30 tot 16.30 wat een feest","februari 2014","53.20657","5.788700","verkoud"
"Ojee.... #keelpijn #verkouden","februari 2014","52.50278","6.105452","verkoud"
"Zou ik het hiermee redden tot 12.00 uur? #snipverkouden http://t.co/gktOTdVxRf","februari 2014","52.08487","5.175482","verkoud"
"#kleintjes die doorlopend #verkouden blijven en #moe hebben baat bij #homeopathie en #kruiden.
http://t.co/uG13QIX8fk","februari 2014","52.26519","5.183159","verkoud"
"In een boog van verkoudheid naar griep..😪","februari 2014","51.39391","3.551504","verkoud"
"Verkouden ensoo -,-","februari 2014","53.14714","6.749700","verkoud"
"@xMei_Meix ziek , verkouden enzo","februari 2014","52.67504","4.901773","verkoud"
"Het enige nadeel, ben hardstikke verkouden en me neus doet best zeer","februari 2014","52.66212","4.717127","verkoud"
"Spiertje verrekt in mn nek en verkouden zijn. Een beter weekend kun je je niet voorstellen.","februari 2014","52.60980","6.046080","verkoud"
"@Nickkuiperij ja. Eerst die verkoudheid maar eens kwijt zien te raken.","februari 2014","51.95234","4.842040","verkoud"
"Fk verkouden geworden ineens","februari 2014","51.56999","3.704212","verkoud"
"Blegh verkouden 😫","februari 2014","51.95814","4.210280","verkoud"
"Ik word knettergek van het verkouden zijn","februari 2014","53.14648","6.564088","verkoud"
"verkouden 😩","februari 2014","52.15617","5.368699","verkoud"
"Ah ja natuurlijk. Al 2 weken lang niet verkouden geweest, dus hoog tijd om het maar weer te worden... #grrr #verkouden","februari 2014","52.09193","4.303591","verkoud"
"Zo maar fv douchen met mn nieuwe eucalytus-shampoo #verkouden","februari 2014","53.14646","6.563941","verkoud"
"the voice looken met die verkoude aap @brittjadatbenik","februari 2014","52.02365","5.037667","verkoud"
"Tering verkouden...","februari 2014","53.20767","5.779044","verkoud"
"@XandraKoster Ik had vijf dagen echt griep en daarna nu alweer tien dagen snipverkouden. Elke avond doodmoe van al het hoesten en snuiten.","februari 2014","52.51215","5.717415","verkoud"
"Verkouden","februari 2014","51.58505","4.995561","verkoud"
"Lekker mijn bedje op zoeken #verkouden #ziek #moe","februari 2014","51.68766","5.331430","verkoud"
"Pff ik haat verkouden zijn..","februari 2014","52.17004","5.416905","verkoud"
"Kan niet meer slapen , wel al beetje meer opgeknapt , mr nog fckingg verkouden.","februari 2014","51.29731","5.782349","verkoud"
"Oeps. Verkouden. Maar ik wil toch echt op stap vanavond in Arnhem","februari 2014","52.22315","5.170042","verkoud"
"Oke ik ben echt heeel erg verkouden","februari 2014","51.58505","4.995581","verkoud"
"Donders verkouden -.-","februari 2014","52.66537","6.757061","verkoud"
"Vet erg verkouden.. Net alsof ik met een knijper op mn neus praat","februari 2014","53.18337","5.838177","verkoud"
"@Dijksfotografie @Roelofdevries83 Passen jullie op je niet verkouden wordt,  heren :-)","februari 2014","53.14039","6.548658","verkoud"
"Zó verkouden....keelpijn is killing me 😩","februari 2014","52.49543","4.954893","verkoud"
"tering verkoude kut leven","februari 2014","52.32218","5.533204","verkoud"
"Snotverkouden! #keihardbalen","februari 2014","51.56796","4.637961","verkoud"
"Verkouden als de kk joh.","februari 2014","52.08181","5.212464","verkoud"
"Bluh, verkoudheid mag nu wel weg. #nietfit","februari 2014","52.95418","6.357483","verkoud"
"Opeens vet verkouden.. voel me ect niet lekker.. dus heerlyk in bed teen mom zien:)","februari 2014","53.04030","5.657809","verkoud"
"Verkouden, snotterig, koorts en ondertussen medaille NR14 binnen zien komen!! #NR14 #KoenVerweij","februari 2014","52.52933","6.121369","verkoud"
"en ik ben al verkouden ❇","februari 2014","51.58509","4.995481","verkoud"
"Dik verkouden. Dus helaas geen #twevit voor mij...... come on you reds!!!! Aanpakken dat chelsea 3","februari 2014","52.35532","6.466176","verkoud"
"Al zins woensdag ziek
Griep+verkoudheid
Wordt er gek van!","februari 2014","52.12144","6.185926","verkoud"
"@karenamsterdam ik voel me prima. Of zou die verkoudheid daar van komen?","februari 2014","51.72289","5.312697","verkoud"
"Verkouden","februari 2014","51.58505","4.995561","verkoud"
"Super verkouden en nies nu zo vaak dat je niet meer van een niche kunt spreken.","februari 2014","52.07857","4.342891","verkoud"
"Schatje krijgt een stoombadje omdat hij zo verkouden is. Hij geniet.","februari 2014","53.09851","6.177790","verkoud"
"Ook nog is verkouden :s","februari 2014","52.67084","4.756517","verkoud"
"zo verkouden heea","februari 2014","51.86220","5.767716","verkoud"
"Gezellige avond gehad! Jammer genoeg niet meer opstap.. met knallende koppijn, verkoudheid, volle neus en een zere verstandskies in bed.. GN","februari 2014","51.39422","3.558529","verkoud"
"Van de opvang krijg je soms gratis dingen mee, zoals verkoudheid enzo","februari 2014","53.19137","5.790863","verkoud"
"Verkoudheid heeft helaas doorgezet. Ik ga zo een uurtje duurloop doen ipv een 10 km wedstrijd en dan de shiv op voor 2,5 uur. Ff uitzweten.","februari 2014","52.03228","4.302314","verkoud"
"#koppijn+#volleneus+#belabbert=@weerverkoudenzijndenkik.verdomme 
Zin om te sporten...dan maar naar Loods5 efkes kieken.","februari 2014","52.43129","5.000482","verkoud"
"Verkouden als de tering en lekker schoor","februari 2014","51.86903","4.764636","verkoud"
"verkouden","februari 2014","51.86221","5.767621","verkoud"
"Ik word gek van die verkoudheid","februari 2014","52.62978","4.720523","verkoud"
"Ik stink gewoon naar danpo, toco-tohlin en al die andere middeltjes tegen verkoudheid","februari 2014","53.14655","6.564110","verkoud"
"Dagje werken.. Lekker hoofdpijn, verkouden &amp stemloos #topdag","februari 2014","52.95334","6.337800","verkoud"
"Op naar het Muziektheater voor de afsluiting van het project BOOM! Amsterdam is een opera. Snipverkouden en een schorre stem. Anta Flu mee.","februari 2014","52.38269","4.758530","verkoud"
"Samen met @loopmaatjes gezellig de @ATV_Atledo cross gelopen. Verkouden dus niet goed, wel tweede in CK klassement http://t.co/vwDhx8xMYq","februari 2014","51.63500","4.949107","verkoud"
"Ben zoo verkouden, ga nooit meer snachts naar de andere kant van breda fietsen","februari 2014","51.58231","4.812506","verkoud"
"Vandaag ondanks dat ik me zwaaaar klote (misselijk, verkouden , hoofdpijn) voel toch gewerkt, morgen eindelijk een dagje helemaal niks..","februari 2014","52.09193","4.303583","verkoud"
"Ohh zo verkouden ehh😵","februari 2014","51.43988","5.507787","verkoud"
"Ben fucking verkouden..","februari 2014","52.05456","4.255073","verkoud"
"Ik ben echt.. uwhgl.
Snipverkouden.
Alle v''s die ik zeg klinken lichtjes als een b ahaha","februari 2014","53.27587","6.693911","verkoud"
"Verkouden :(","februari 2014","53.35703","6.533772","verkoud"
"Zeer ernstig verkouden","februari 2014","51.87900","5.086216","verkoud"
"""@brithartjex: Kben verkouden door gister 😭 @kirstensulkers 
Die naaier"" hahaha ook onze eigen schuld dat we s''nachts gingen fietsen","februari 2014","51.58002","4.823679","verkoud"
"Ben best wel verkouden opsich","februari 2014","52.85792","5.569466","verkoud"
"Zo al slapen, ben facking verkouden en heb mega veel kop pijn","februari 2014","51.52449","4.275060","verkoud"
"Fk erg verkouden en kan amper slikken nu slapen #kapotttttt","februari 2014","52.17440","5.268747","verkoud"
"Nog steeds verkouden! Niet leukkkk","februari 2014","51.53501","4.562201","verkoud"
"Ik ben zo verkouden dat ik vannacht samen met een keukenrol slaap..","februari 2014","52.39342","4.649882","verkoud"
"@Krystlmusic Wauw! Heb je het naar je zin gehad? Ik wil best ruilen..Ben zo erg verkouden dat ''t verstopt zit haha doe mij maar de jetlag :p","februari 2014","52.39339","4.650439","verkoud"
"Fijn fk keelpijn en ineens verkouden erbij..","februari 2014","52.58447","6.194356","verkoud"
"Verkoude","februari 2014","52.02758","5.169764","verkoud"
"Fckng last van mn keel, komt omdat ik verkouden ben maar ook omdat ik gistre kapot veel heb geraged","februari 2014","51.93793","6.375162","verkoud"
"Ik ben kanker verkouden het ergert me","februari 2014","51.67920","5.142880","verkoud"
"Hartstikke verkouden, beter is dat zondag over 🔫","februari 2014","51.58633","5.340341","verkoud"
"Pittig verkouden, straks maar richting school.","februari 2014","53.07377","5.533386","verkoud"
"Fijn... Verkouden aan t worden -_-","februari 2014","50.89756","5.736221","verkoud"
"verkouden","februari 2014","51.86220","5.767696","verkoud"
"ik haat verkouden zijn","februari 2014","51.83573","4.628457","verkoud"
"Ppff lekker verkouden bahhh","februari 2014","51.98394","4.364952","verkoud"
"Verkouden , ziek maar toch #koffietijd kijken met @JimBakkum http://t.co/JtU5rldd6v","februari 2014","51.68765","5.331542","verkoud"
"Oh thanks @xannneemiek je hebt me echt aangestoken #snipverkouden","februari 2014","52.25209","6.159399","verkoud"
"Pff kutnacht , nu ben ik helemaal verkouden ohyay im so lucky .","februari 2014","52.15898","5.395421","verkoud"
"#strontverkouden","februari 2014","51.89596","5.114826","verkoud"
"Ik ben echt verkouden ..","februari 2014","51.89029","5.195156","verkoud"
"Verkouden? Deze easy wontonsoep met een bouillon van kip, steranijs, gember en kaneel staat morgen online! http://t.co/tlnBC5VenR","februari 2014","52.08671","5.098221","verkoud"
"Pfff ook weer eens verkouden.geworden","februari 2014","52.00664","6.348590","verkoud"
"Ben verkouden jezuss.","februari 2014","51.95915","4.530947","verkoud"
"Verkouden.. Snif snotter hoest proest..","februari 2014","52.00602","4.166778","verkoud"
"Ik wil niet verkouden wordenn😩","februari 2014","51.88114","5.593218","verkoud"
"verkouden as hell.","februari 2014","51.63438","6.079974","verkoud"
"Pff zo verkouden )'':","februari 2014","52.60519","6.469540","verkoud"
"Hoe lang duren die verkoudheden van tegenwoordig? Ik vind 2 weken al lichtelijk overdreven.","februari 2014","51.95229","4.842072","verkoud"
"Ben je vannje verkoudheid af en dan krijg je opeens kkr zieke buikpijn kutzooi","februari 2014","51.85504","5.942019","verkoud"
"Verkouden en kop pijn","februari 2014","51.52451","4.275105","verkoud"
"Vijftien kussens onder je verkouden hoofd proppen en realiseren dat je bed electrisch omhoog kan komen. #luxeprobleem","februari 2014","52.28496","6.841142","verkoud"
"Enige voordeel van vakantie is dat mijn lichaam dan weet dat ie ziek kan worden! #Snotter #Hatsjoe #Verkouden","februari 2014","52.21202","5.165382","verkoud"
"Verkouden, traanogen, koppijn, buikpijn, misselijk","februari 2014","52.20351","5.992388","verkoud"
"Als #snot geld waard was, ging ik nu nog naar de beurs. #ademendoordemond #drogebek #kandusnietslapen #verkouden #hatsjoe","februari 2014","51.64439","4.863578","verkoud"
"Hmmmm Mike sinds lange tijd weer last van z''n kroep... #dommeverkoudheid ceterizine tablet is gepakt hopelijk zakt t snel weg #zeehond","februari 2014","51.03987","5.812076","verkoud"
"Omg verkouden","februari 2014","52.19488","6.902774","verkoud"
"Waarom word ik altijd random verkouden, een heerlijke file in neus. Met 10 pakjes Euroshopper zakdoekjes ga ik de strijd aan","februari 2014","51.59063","4.795399","verkoud"
"Pfff verkouden ass hell en last van  me keel 👍","februari 2014","52.50742","6.259458","verkoud"
"Verkoudheid is een bitch.","februari 2014","52.07248","4.497898","verkoud"
"Ik ben echt zoooo verkouden meeh","februari 2014","52.20730","4.400253","verkoud"
"Aan de alternatieve geneesmiddelen ivm verkoudheid. http://t.co/uhNtoMKpCa","februari 2014","52.00597","4.166836","verkoud"
"verkouden😪","februari 2014","52.45233","4.812350","verkoud"
"Verkouden als de tering :s","februari 2014","51.95499","5.984244","verkoud"
"verkouden en allergisch jeeeej🌚","februari 2014","52.02007","4.287782","verkoud"
"Volgens mij krijg ik bij mn verkoudheid gratis een keel en oorontsteking...","februari 2014","52.34346","6.659995","verkoud"
"weer lekker verkouden.. 😕","februari 2014","51.94325","6.060479","verkoud"
"Verkouden zijn is kut.","februari 2014","51.89027","5.195135","verkoud"
"Ik ben echt moe en mega verkouden..","februari 2014","51.52456","4.274773","verkoud"
"Hmm heerlijk geslapen maar niet helemaal fit #verkouden #keelpijn","februari 2014","51.44579","5.798103","verkoud"
"Verkoude en voel me nie zo lekker","februari 2014","51.86665","4.345203","verkoud"
"Neetoch! geen #griep... #verkouden #spierpijn #hoofdpijn","februari 2014","51.95383","5.228312","verkoud"
"Maar deze man dwingt je bijna om verkouden te zijn, dictator.","februari 2014","51.49823","3.625218","verkoud"
"Verkouden :s","februari 2014","52.61045","6.673841","verkoud"
"Wat doe ik tegen verkouden zijn??","februari 2014","51.89033","5.195216","verkoud"
"@Aliena_xx @ElseW_ @aukjexxxx hahaha ik bin een bietje verkouden","februari 2014","53.18102","6.131949","verkoud"
"omg verkouden","februari 2014","52.15616","5.368733","verkoud"
"@wervis ja wel hoor Wer gewoon verkouden !!! Verder gaat het wel ! Heb je ook nog gelopen met Tok","februari 2014","52.62200","4.631285","verkoud"
"Ik ben een zeehond met een loopneus. Ok, mij heb je pissed rotgriep, verkoudheid of wat je dan ook bent...","februari 2014","52.06161","4.414154","verkoud"
"Eten is zo fijn maar ik proef al wekenlang heel weinig en ik ben niet verkouden. Moet ik me zorgen maken? Het is KUT.","februari 2014","52.42783","4.668681","verkoud"
"@Mootje01 dan is het goed...
Vervelend kuchje heb jij. Verkouden?","februari 2014","51.85586","4.346668","verkoud"
"Morgen maar eens naar dokter voor m''n verkoudheid, gaat niet goed zo...","februari 2014","51.25596","5.728142","verkoud"
"ok ik kan nauwelijks meer door m''n neus ademen omdat ik zo verkouden ben. well that''s just great.","februari 2014","53.21705","6.568640","verkoud"
"Een kleine kut koter blafte vanmiddag wat bacterieen in mijn smoeltje en nu heb ik een zere keel. #bedankt #verkouden","februari 2014","52.85515","4.711743","verkoud"
"Net zo verkouden en word steeds erger","februari 2014","52.22953","6.909819","verkoud"
"@JacqStro misschien is Remco wel de vr beller kan hij vertellen hoe hij een verkoudheid aanpakt 😎","februari 2014","51.55786","3.798262","verkoud"
"Verkouden als de malle #fijn","februari 2014","51.98373","5.086316","verkoud"
"Altijd weer fijn om verkouden te zijn 😔","februari 2014","51.25220","4.036558","verkoud"
"Snotverkouden verdarre.","februari 2014","53.19326","6.575230","verkoud"
"Maus snurkt want hij is verkouden.","februari 2014","51.92467","4.252643","verkoud"
"Kak verkouden! Niets aan 😒","februari 2014","52.95106","5.928119","verkoud"
"Ik voel me werkelijk beroerd vandaag...Ik ben namelijk strontverkouden en ongesteld, wat een feest -_- #meh","februari 2014","51.51645","4.450177","verkoud"
"""@010_NAMEK: Verkouden, gewoon inneens..."" awhhh x","februari 2014","50.95693","5.820208","verkoud"
"Super verkouden 😩","februari 2014","51.61288","4.818033","verkoud"
"Jeetje ben echt stront verkoude 😪 ..... @annedefleurtje","februari 2014","52.17349","5.386174","verkoud"
"Heftige keelontsteking, verkouden en hoofdpijn... Laat die antibiotica snel aanslaan want ik wordt ben er na een dag al klaar mee... 😷😪","februari 2014","51.56858","5.085258","verkoud"
"Als ik morgen verkouden ben... Alweer een half uur wachten in die kut kou :s","februari 2014","52.12464","4.657978","verkoud"
"@HMeersschaert Dankje! Ben nie echt ziek maar verkoudheid kun je zo ellendig van zijn hè 😒 alles goed met jullie? X","februari 2014","51.25230","4.036127","verkoud"
"Begin weer verkouden te worden.","februari 2014","52.08170","5.212209","verkoud"
"snotverkouden","februari 2014","52.59712","6.195614","verkoud"
"Buh slecht geslapen door die verkoudheid.. 😒","februari 2014","50.87662","5.928771","verkoud"
"10 uur tot 14.30 uur school #verkouden","februari 2014","51.54616","4.511750","verkoud"
"""@Zackaria026: Verkoude pffff""""","februari 2014","51.93478","4.475020","verkoud"
"Thuis in bed verkouden, hoofpijn sick! Rustig filmpje kijken","februari 2014","52.39593","6.287566","verkoud"
"Die verkoudheid...bij niezen regelmatig snot tot op zijn knieën -), dus riedeltje van neusspray luuf en hoestsiroop weer gedaan","februari 2014","51.80864","4.671688","verkoud"
"Ben benieuwd 😕. Tip van schoonmoeder. #rhinohorn #verkouden...snif. http://t.co/PtzLiEUVUg","februari 2014","51.91366","5.409231","verkoud"
"En vanavond bestrijden we mijn vreselijke verkoudheid met een glaasje wijn... Werkt t niet? Dan smaakt t iig wel 😁","februari 2014","51.53564","4.218444","verkoud"
"Het kloterige op dit moment is dat ik dus niet kan slapen door verkoudheid","februari 2014","52.20204","5.974014","verkoud"
"Verkouden ey","februari 2014","52.13328","5.438941","verkoud"
"Ok... Ik geef toe... Vandaag maar niet sporten en even ""onder de wol""... #brak #verkouden #benauwd","februari 2014","52.23406","5.991517","verkoud"
"Buh, niks geslapen door die shit verkoudheid 😷","februari 2014","50.87654","5.928779","verkoud"
"Hartstikke verkouden en hoofdpijn... straks werken van 15.00-20.15","februari 2014","52.22971","6.860562","verkoud"
"Zo fking verkouden #indevakantie #leuk #not","februari 2014","52.40482","6.777243","verkoud"
"Net lekker verkouden geworden een dag voor wintersport 😓","februari 2014","53.06206","6.077494","verkoud"
"Super erg verkouden","februari 2014","51.61287","4.818017","verkoud"
"Tjemig,wat is thomas verkouden,toen ik thuiskwam lag hij te slapen op schoot bij oma. Daarna huilen om niks en duidelijk niet lekker :-(","februari 2014","51.80865","4.671665","verkoud"
"En dan heb ik de ogen weet open en is de avond al weer half voorbij #verkoudekip","februari 2014","52.28829","5.243201","verkoud"
"Hoofdpijn , misselijk , buikpijn heel de tijd hoesten en verkouden, kan het nog erger ?!","februari 2014","51.80170","4.729461","verkoud"
"Goed verkouden op me verjaardag :s","februari 2014","53.16792","5.440140","verkoud"
